4,4290,PC84E8CEF
2,4264,PC9DFEBB0
4,4412,PC821BC98
4,4712,PC94168A2
4,4603,PC485BE5B
4,4180,PC250A90D
2,4592,PC627AA14
4,4008,PC5680D80
2,4083,PC90346C9
2,4573,PC4D8469D
2,4642,PC17D596F
2,4693,PCB4CDDA5
4,4787,PC1BDA119
2,4989,PC7D7AE48
4,4803,PC2BBEEDC
2,4848,PCF0FC9B2
2,4377,PC4AC8EAD
2,4947,PCE4A44BE
2,4439,PC845CEA6
2,4346,PCA35B156
2,4718,PC81E83B9
4,4049,PC4779D38
2,4579,PC926F0A9
2,4985,PCCA71D2C
4,4356,PCF1979AE
2,4631,PCFFF6463
2,4898,PC0AE9E1B
2,4022,PCF135377
2,4586,PC4A40D50
2,4733,PC797AEBF
4,4764,PCF6B0D12
2,4466,PC6E93A05
2,4158,PCAA68777
4,4111,PC07F012A
4,4591,PCC9875AC
2,4015,PC524833E
2,4420,PCFDB2950
4,4924,PCE3427C5
2,4501,PC5D41947
2,4026,PC2CE9851
2,4280,PC03A5F23
2,4953,PC1E2B07E
2,4923,PC8A7A22A
2,4283,PC953B572
4,4899,PC4967767
4,4560,PC5030572
2,4037,PC0A50259
2,4610,PCA4D3E9B
2,4775,PCA50FB36
4,4414,PC40BD0F3
2,4915,PC86B0D7B
2,4618,PC8F4AF85
2,4909,PCDED6F20
2,4497,PC76FDDEA
2,4401,PC0606D6A
2,4284,PC0DB49FD
2,4235,PCFB11406
4,4482,PCB6A16D7
2,4981,PC6B14C5D
2,4175,PC08EA270
2,4188,PCDB12C82
2,4015,PC524833E
4,4230,PC19CE0DB
2,4686,PCD6E5E77
2,4123,PCDE850D8
4,4283,PC953B572
2,4016,PCCD7399B
4,4504,PC461DCD3
2,4377,PC4AC8EAD
4,4971,PC0BD172F
2,4031,PC0214185
4,4965,PCA0BAE0F
2,4350,PCEDD7E85
2,4232,PC4156AD5
2,4592,PC627AA14
2,4760,PC161AC8D
4,5002,PC585BD38
2,4974,PCDEB8E32
2,4361,PC2E0C888
2,4946,PCCF18BAF
2,4314,PC7E9E8F3
2,4784,PCDB42B34
4,4611,PC2EBEAB9
2,4515,PC6A1B37B
2,4531,PC857F4A0
2,4070,PCEECA8B2
2,4891,PC57036DA
2,4325,PC8FC83B3
2,4672,PC03AE86F
2,4147,PC4D2C5A7
4,4049,PC4779D38
2,4748,PCF2ECD29
2,4654,PCBA5D8AB
2,4890,PCAFC8A56
2,4972,PCC51AD39
2,4709,PCC8C7059
2,4788,PC00AE965
4,4306,PC5D6563A
2,4436,PC0CF9451
2,4039,PC73BE1E2
4,4612,PC871C1FC
2,4686,PCD6E5E77
2,4314,PC7E9E8F3
2,4608,PCACD1BEE
4,4063,PC7667A3E
2,4944,PC41EEC34
4,4246,PC95F5F6B
2,4438,PC665A28E
2,4234,PC5EBC1E1
2,4050,PC822E359
2,4721,PCE937423
2,4130,PC9F22103
2,4852,PC68969FB
4,4575,PC84D9FC1
2,4326,PC356AE8F
2,4694,PCBCF42C2
2,4551,PCCA5979C
2,4775,PCA50FB36
4,4146,PCF91266E
2,4042,PC5D4DE09
2,4904,PC36C6441
4,4556,PC18C31F6
2,4812,PC22D9C6D
2,4742,PC05B8749
2,4788,PC00AE965
2,4830,PC12EEFE0
2,4218,PC8DF4919
2,4754,PC99AE725
2,4960,PC6A1BCA4
2,4090,PC1EE951B
2,4804,PC68484C6
2,4617,PC7758F89
2,4150,PCC8441A8
2,4086,PC23E470D
2,4730,PC7DC0964
4,4925,PCE5E04A2
2,4629,PCC5E1C04
4,4286,PC12BE494
4,4617,PC7758F89
2,4556,PC18C31F6
4,4183,PCF5E7754
2,4089,PC3CCA187
2,4230,PC19CE0DB
2,4615,PC1ECBA39
2,4720,PCDD23528
2,4905,PCE1EA438
2,4758,PCCE12794
4,5000,PCFE7F7FE
2,4360,PC084F676
4,4746,PC0514825
2,4781,PC0D83A1E
2,4706,PCD8D5094
2,4678,PCD175301
2,4125,PC8AAEF51
4,4229,PCD0DDD3D
2,4100,PCC6DD8D5
2,4812,PC22D9C6D
2,4574,PCC1F6F13
2,4902,PC425C6EC
4,4938,PC6C57ED3
2,4479,PCCA36E4D
2,4191,PCCC28F87
2,4278,PC4847214
4,4025,PC5ABB8E4
4,4700,PC14E538A
2,4145,PC5FBE4B8
4,4894,PCDADB8C6
2,4509,PCA2E8463
2,4827,PC7D68CD9
4,4620,PC43973F9
2,4569,PC20129F9
4,4021,PC851E565
2,4838,PCEECD973
2,4732,PCD83DE25
4,4691,PCFAB001F
4,4536,PCC6C5CFB
2,4898,PC0AE9E1B
4,4267,PCE51C5C7
2,4066,PC883FCA9
4,4934,PC3ED26A2
2,5010,PC028872C
2,4325,PC8FC83B3
2,4887,PC81776BA
2,4996,PC6A4F55F
2,4974,PCDEB8E32
2,4927,PC2D22627
4,4091,PC2E099B4
2,4105,PC43919D1
2,4721,PCE937423
2,4908,PC3D16FC5
2,4733,PC797AEBF
2,4730,PC7DC0964
4,4491,PCA52F720
2,4827,PC7D68CD9
4,4902,PC425C6EC
4,4967,PC2AFCB31
2,4355,PC0EF761B
2,4252,PCA32686D
2,4669,PC36675CE
2,4051,PC3B970F2
2,4139,PC924C594
2,4470,PCB4FF8FA
2,4517,PC9AF321D
2,4175,PC08EA270
2,4995,PCBE6ABE5
2,4616,PCE6675F9
2,4124,PC3338D42
2,4133,PC30FC453
4,4687,PC52E7369
4,4190,PCDFC1E11
2,4670,PC2BE6D87
4,4368,PC909A324
2,4222,PC15EC378
2,4184,PC43A5E42
2,4446,PC7F1A5B9
2,4042,PC5D4DE09
2,4396,PCA00BC1C
2,4855,PC03C5C15
2,5004,PC2111CF9
2,4243,PCC4F7DCE
2,4080,PCBE7E15B
4,4468,PC040ADB3
2,4121,PCEC57A8E
4,4799,PCC3A370A
2,4748,PCF2ECD29
2,4693,PCB4CDDA5
2,4750,PCD987A9D
2,4165,PC0D2B95C
2,4384,PC59A33DE
2,4929,PC9E503B6
2,4394,PCD3A817A
2,4931,PC3D30AD0
2,4644,PC411FDC0
4,4023,PC77793DF
2,4534,PCAD9E1F9
2,4835,PC4645718
4,4280,PC03A5F23
4,4266,PC39B17A9
2,4540,PC5CAF0A7
2,5010,PC028872C
4,4048,PC1FE6483
4,4810,PC2CA4087
2,4147,PC4D2C5A7
2,4082,PCF86214E
4,4078,PC8473A64
2,4695,PC4A5D62F
2,4973,PC9C7C18E
2,4699,PC2C1B987
4,4136,PCA579A65
2,4106,PC9764C98
4,4468,PC040ADB3
2,4134,PC767BBB2
4,4422,PCF514246
2,4273,PC0EF5BA6
2,4892,PC7AA5B2F
2,4230,PC19CE0DB
4,4240,PC72FE04B
2,4342,PCE7F2748
2,4605,PCEB27C63
4,4188,PCDB12C82
2,4001,PC58105BF
2,4971,PC0BD172F
2,4456,PC8DFF744
2,4975,PC818101A
2,4643,PC6713209
2,4386,PC948D5B2
2,4671,PCCAAFB48
4,4785,PC787D664
2,4698,PC8BCEB19
2,4167,PC8453073
2,4917,PCD8C66B1
2,4409,PC44E2F09
4,4007,PCDF9F773
2,5008,PC48D61BB
2,4574,PCC1F6F13
4,4712,PC94168A2
2,4056,PC9FBBA67
2,4610,PCA4D3E9B
2,4558,PC575F591
2,4589,PC1477DC9
2,4581,PCC347465
4,4802,PCBDD55F1
2,4722,PC035B71E
2,4223,PCA37D114
2,4576,PC394C979
2,4128,PCC0E7E2A
4,4063,PC7667A3E
2,4475,PCCC0D001
2,4888,PC46C55B4
4,4986,PC9787B8A
2,4172,PC1A43FB7
4,4374,PCC321538
4,4027,PCE7A4F34
2,4072,PC69F3F14
2,4067,PC1CCD955
2,4596,PC6558A56
2,4729,PC5170BF4
2,4451,PCF95BF53
2,4419,PC99BB7A3
2,4920,PC42A3AB0
2,4991,PC5B5C16D
2,4622,PCF31BD97
2,4642,PC17D596F
2,4158,PCAA68777
2,4392,PCAF6E464
2,4091,PC2E099B4
4,4838,PCEECD973
2,4328,PC3777B8E
2,4038,PC77889B3
4,4129,PCA6127FF
2,4478,PCB02917E
2,4879,PCC90A061
2,4924,PCE3427C5
2,4215,PC4C76F48
4,4385,PC148C815
2,4585,PCF3AE602
4,4060,PC481C9F9
4,4839,PCA0290AD
2,4442,PC05C2F86
2,4183,PCF5E7754
2,4476,PC439FA2D
2,4753,PC6AA246E
2,4437,PCBE6CB59
2,4418,PCF6EECB2
2,4032,PC578F087
2,4835,PC4645718
2,4909,PCDED6F20
2,4036,PCE6CC50C
4,4096,PCFA4F864
2,4081,PCC825DB2
4,4573,PC4D8469D
4,4675,PCE49911B
2,4480,PC9A343F9
2,4293,PC2A27502
2,4749,PC65C93B7
2,4110,PCF891CEB
2,4569,PC20129F9
2,4656,PC63844BC
4,4983,PCC3E4ADA
4,4289,PCF621E92
4,4860,PCF4A2DA9
2,4130,PC9F22103
2,4199,PC7CCC47B
2,4138,PC79E328A
4,4234,PC5EBC1E1
2,4084,PC71D433F
2,4711,PC340B4DE
4,4499,PC1EEDA04
2,4709,PCC8C7059
2,4452,PC8C7C5D7
2,4519,PC92A6471
4,4420,PCFDB2950
2,4838,PCEECD973
2,4203,PC5295A46
4,4447,PC6B030C6
2,4159,PC5631507
4,4276,PC4E15B39
2,4037,PC0A50259
2,4332,PC3B258E9
4,4654,PCBA5D8AB
4,4787,PC1BDA119
2,4864,PC259547F
2,4689,PC89C35AD
2,4646,PC3F8C42B
4,4767,PC61F3A80
2,4596,PC6558A56
2,4616,PCE6675F9
2,4848,PCF0FC9B2
2,4747,PC5E524A1
2,4739,PC07289CF
2,4655,PCF9CAB22
2,4473,PC51FDD60
4,4445,PC796A888
2,4189,PC7655FC1
2,4206,PCAC34A40
2,4436,PC0CF9451
2,4658,PC1A58039
2,4755,PC628DCED
2,4173,PC0EB640E
2,4522,PC0A326BE
4,4856,PC7C042B7
2,4669,PC36675CE
2,4096,PCFA4F864
2,4383,PC4BFE950
2,4155,PC9042B3F
2,4402,PC85224D1
4,4904,PC36C6441
2,4282,PCCE002E5
2,4553,PC1D57D7F
2,4318,PCAD89FE3
2,4605,PCEB27C63
2,4622,PCF31BD97
2,4352,PC99B9343
2,4142,PC7ACFF7C
2,4739,PC07289CF
2,4575,PC84D9FC1
4,4538,PCDE5402C
4,4497,PC76FDDEA
2,4728,PC07BF95F
2,4881,PCDE20E6F
2,4855,PC03C5C15
4,4836,PCE78024A
4,4106,PC9764C98
4,4448,PC19F3DBB
2,4518,PCC7B407A
2,4506,PCB24B68E
2,4181,PC4457F74
2,4423,PCF9F4940
2,4379,PC87C8BC4
2,4427,PCD70DDDF
4,4985,PCCA71D2C
2,4494,PC1592ACA
2,4472,PC303DD56
2,4222,PC15EC378
4,4690,PC45CC19A
2,4447,PC6B030C6
4,4422,PCF514246
4,4225,PCC1ED0C5
2,4793,PCD8E3CCB
2,4502,PCB2CC82C
2,4324,PC9C3D708
2,4476,PC439FA2D
2,4525,PCF64B519
4,4048,PC1FE6483
4,4737,PCED7EAFE
2,4726,PCF6540C0
2,4371,PC7E22FD8
2,4188,PCDB12C82
2,4961,PC92C5115
2,4913,PC685427C
2,4071,PCDBBCB68
2,4127,PCA2D76A5
2,4207,PC76EDF79
2,4882,PC8616CD8
4,4000,PC69C7DF3
4,4906,PC3D58C5E
4,4196,PC4B8A835
2,4125,PC8AAEF51
2,4349,PC5AB6779
2,4197,PCE32ED40
2,4763,PCC62D342
2,4933,PC419F41D
2,4032,PC578F087
2,4706,PCD8D5094
2,4538,PCDE5402C
2,4384,PC59A33DE
2,4400,PC3BD7D63
2,4035,PC1B1D964
2,4709,PCC8C7059
2,4876,PCDFCFF53
2,4770,PC9082A17
2,4472,PC303DD56
2,4364,PCB33ACE8
2,4797,PCE2D63A7
2,4697,PCFDB2BA6
2,5006,PC7A260F1
2,4154,PC2C2EF9E
2,4678,PCD175301
2,4919,PC7A3A5CF
2,4030,PCA8A9AA8
2,4638,PCB7AC8AA
2,4810,PC2CA4087
2,4343,PC0F6325D
2,4427,PCD70DDDF
4,4434,PCA491459
2,4323,PC1D9ADA9
2,4260,PC1A4796C
2,4621,PC9FB4E82
2,4334,PCCB383F8
2,4507,PC11DCA73
4,4846,PCBABD060
2,4927,PC2D22627
2,4736,PC6A65941
4,4793,PCD8E3CCB
2,4453,PC5EC8DF5
2,4875,PC40FC710
2,4435,PC3E78C17
2,4254,PC0C0EE22
2,4664,PC52D063A
2,4876,PCDFCFF53
2,4270,PC8F72158
2,4003,PC83F544D
2,4490,PC89C1789
4,4872,PC5B45CE7
2,4358,PC32FB72C
2,4596,PC6558A56
2,4519,PC92A6471
2,4470,PCB4FF8FA
2,4550,PC21A1833
2,4266,PC39B17A9
2,4895,PC37F171A
4,4711,PC340B4DE
2,4997,PC8111910
4,4131,PC4C9B108
2,4809,PCAD363FC
2,4908,PC3D16FC5
2,4369,PCD5CBB82
2,4226,PCDC5C9E2
2,4273,PC0EF5BA6
2,4183,PCF5E7754
2,4123,PCDE850D8
2,4879,PCC90A061
2,4258,PCAC64E67
2,4061,PC3A63A79
4,4369,PCD5CBB82
2,4223,PCA37D114
2,4010,PC3A7AACB
2,4502,PCB2CC82C
4,4114,PC4CD2B81
2,4489,PCEFF6088
2,4370,PC70B7987
4,4951,PCE9CE23F
4,4231,PC016D687
2,4172,PC1A43FB7
4,4330,PCBD023A3
4,4218,PC8DF4919
2,4541,PCC6A4CD8
2,4297,PCDE89544
2,4920,PC42A3AB0
2,4797,PCE2D63A7
2,4267,PCE51C5C7
4,4741,PC85A4D4B
2,4371,PC7E22FD8
2,4892,PC7AA5B2F
2,4383,PC4BFE950
2,4951,PCE9CE23F
2,4442,PC05C2F86
2,4694,PCBCF42C2
4,4194,PC96AD1EB
2,4872,PC5B45CE7
2,4194,PC96AD1EB
4,4282,PCCE002E5
4,4202,PC65AA714
2,4067,PC1CCD955
2,4405,PC70CA955
2,4822,PCD1EB220
2,4100,PCC6DD8D5
2,4362,PC670999C
4,4655,PCF9CAB22
4,4206,PCAC34A40
2,4909,PCDED6F20
2,4635,PC3C8B99E
2,4378,PC074E6A8
2,4808,PC2729737
4,4302,PCBA83119
2,4221,PC90AAFDA
2,4387,PCE2B9376
2,4904,PC36C6441
2,4465,PCA227C6B
2,4863,PCA8F9E50
4,4965,PCA0BAE0F
4,4412,PC821BC98
4,4861,PC670F1AC
4,4420,PCFDB2950
2,4026,PC2CE9851
2,4108,PC7C55512
2,4123,PCDE850D8
2,4313,PC6D0FC31
2,4936,PC7157CF3
4,4631,PCFFF6463
4,4326,PC356AE8F
2,4030,PCA8A9AA8
4,4654,PCBA5D8AB
2,4519,PC92A6471
2,4544,PC1893678
4,4671,PCCAAFB48
4,4354,PC0671DD4
4,4989,PC7D7AE48
4,4155,PC9042B3F
2,4801,PC119E3A6
2,4570,PCAE45EC0
2,4134,PC767BBB2
2,4071,PCDBBCB68
2,4183,PCF5E7754
4,4099,PC97F19B1
4,4153,PC88C655C
4,4219,PC40E6113
2,4786,PCB7F1F8A
2,4149,PC99F9ABD
4,4967,PC2AFCB31
2,4574,PCC1F6F13
2,4506,PCB24B68E
2,4532,PC8DD921E
4,4624,PCDF73A3C
2,4219,PC40E6113
2,5003,PCAC9371E
4,4209,PC494D54E
4,4736,PC6A65941
2,4733,PC797AEBF
2,4387,PCE2B9376
4,4303,PC2E2E0C0
2,4720,PCDD23528
2,4661,PC1585DF2
2,4539,PC684859B
4,4373,PC8806694
4,4303,PC2E2E0C0
2,4405,PC70CA955
2,4396,PCA00BC1C
2,4894,PCDADB8C6
2,4712,PC94168A2
4,4953,PC1E2B07E
2,4256,PC9DD0BBD
4,4575,PC84D9FC1
4,4585,PCF3AE602
2,4631,PCFFF6463
2,4798,PC17F8052
2,4421,PCED2DB6F
2,4911,PCBEF8EE1
2,4062,PCDA37101
4,4628,PC34C1DCB
2,4698,PC8BCEB19
4,4249,PC6D2FAD0
2,4958,PC8A8976A
2,4282,PCCE002E5
2,4182,PC5EBB0FA
4,4727,PC52E71B8
2,4326,PC356AE8F
2,4462,PCE29AA1A
2,4671,PCCAAFB48
2,4627,PCA965149
2,4749,PC65C93B7
4,4015,PC524833E
2,4643,PC6713209
2,4130,PC9F22103
4,4209,PC494D54E
4,4257,PC1AB9C93
2,4097,PCB1B5BEC
2,4882,PC8616CD8
2,4556,PC18C31F6
4,4130,PC9F22103
2,4198,PCB0994D1
4,4373,PC8806694
2,4836,PCE78024A
2,4769,PC10C50DC
2,4370,PC70B7987
2,4959,PC4A7B00C
2,4746,PC0514825
2,4548,PC4486317
2,4474,PCFEAE55E
4,4259,PCBB65EF4
2,4064,PC0B32B5B
2,4889,PC3547FAD
4,4263,PCD6DBA1D
2,4595,PC64281F6
4,4423,PCF9F4940
2,4673,PC66E7418
2,4314,PC7E9E8F3
4,4446,PC7F1A5B9
2,4750,PCD987A9D
2,4909,PCDED6F20
2,4693,PCB4CDDA5
4,4748,PCF2ECD29
2,4595,PC64281F6
2,4900,PCFE8B604
4,4319,PCAD79413
4,4749,PC65C93B7
2,4650,PC544AE70
2,4628,PC34C1DCB
2,4307,PC87D90FE
2,4699,PC2C1B987
2,4289,PCF621E92
2,4427,PCD70DDDF
2,4543,PC74F5EBA
2,4260,PC1A4796C
4,4227,PCD8346A6
2,4491,PCA52F720
2,4207,PC76EDF79
2,4595,PC64281F6
2,4146,PCF91266E
2,4947,PCE4A44BE
2,4350,PCEDD7E85
4,4585,PCF3AE602
2,4741,PC85A4D4B
2,4065,PC3B514E2
4,4936,PC7157CF3
4,4340,PC3A6DBC9
2,4323,PC1D9ADA9
2,4246,PC95F5F6B
2,4729,PC5170BF4
4,4848,PCF0FC9B2
4,4745,PC6397888
2,4115,PCF5D4B0A
4,4256,PC9DD0BBD
4,4477,PCA857A23
2,4162,PC51A39A7
2,4812,PC22D9C6D
2,4070,PCEECA8B2
2,4548,PC4486317
4,4394,PCD3A817A
2,4944,PC41EEC34
4,4091,PC2E099B4
2,4229,PCD0DDD3D
4,4587,PC576A3BA
2,4657,PCC591410
4,4347,PC3EC1FDF
2,4588,PC3172195
2,4847,PCD546332
2,4490,PC89C1789
2,4651,PC12D9486
2,4667,PCD540B2F
2,4064,PC0B32B5B
2,4932,PC46C4A27
2,4149,PC99F9ABD
2,4639,PC879E7AB
2,4698,PC8BCEB19
2,4939,PCF263A5E
2,4231,PC016D687
2,4683,PC96978C6
2,4794,PC4E1366E
4,4632,PCC1FFE5B
4,4242,PCECC4DE2
2,4424,PC51E7EF8
2,4301,PC540E129
2,4681,PCBEB4D23
2,4847,PCD546332
2,4488,PC19D06B0
2,4762,PC1A3D20B
2,4600,PCB99E8F9
2,4930,PC22F748B
2,4912,PC526B1EC
2,4487,PCA92F2BD
4,4990,PCFE28E92
2,4898,PC0AE9E1B
2,4560,PC5030572
2,4057,PC4B0DCD2
2,4308,PC94E7A96
2,4677,PCA9D6EEE
2,4674,PC795E7B9
2,4269,PCC7106FF
2,4820,PCC30C735
2,4350,PCEDD7E85
2,4031,PC0214185
2,4420,PCFDB2950
2,4123,PCDE850D8
2,4127,PCA2D76A5
2,4886,PC4D892D7
2,4443,PCC139BD8
4,4142,PC7ACFF7C
4,4904,PC36C6441
2,4841,PCE45DE8D
2,4253,PC82A16E6
2,4737,PCED7EAFE
2,4486,PC3AF69A3
2,4112,PCEA652A8
2,5005,PC408264D
4,4313,PC6D0FC31
4,4362,PC670999C
2,4047,PC6D105CF
4,4400,PC3BD7D63
2,4306,PC5D6563A
2,4688,PCCB4C86D
2,5007,PC869BDE8
2,4030,PCA8A9AA8
2,4007,PCDF9F773
2,4632,PCC1FFE5B
2,4888,PC46C55B4
2,4988,PC46BE0B2
4,4142,PC7ACFF7C
4,4784,PCDB42B34
2,4240,PC72FE04B
4,4283,PC953B572
2,4513,PC52F533C
2,4054,PC7E79FA0
2,4833,PC71A1452
2,4284,PC0DB49FD
4,4348,PCD66314D
2,4617,PC7758F89
4,4909,PCDED6F20
2,4301,PC540E129
4,4160,PC6DC0ACF
2,4856,PC7C042B7
2,4317,PC0DC6CAB
2,4172,PC1A43FB7
2,4695,PC4A5D62F
2,4737,PCED7EAFE
2,4601,PCC932802
4,4862,PC3BDDA71
4,4907,PCCEEF65A
4,4615,PC1ECBA39
2,4879,PCC90A061
2,4764,PCF6B0D12
2,4519,PC92A6471
4,4185,PC7F5C566
2,4669,PC36675CE
2,4013,PCE5BA2CE
2,4533,PC8DA1D3B
2,4293,PC2A27502
2,4129,PCA6127FF
2,4493,PC124B4C0
2,4750,PCD987A9D
2,4909,PCDED6F20
2,4017,PCC090C3A
2,4693,PCB4CDDA5
2,4600,PCB99E8F9
2,4519,PC92A6471
2,4270,PC8F72158
2,4832,PC34ECAB5
2,4560,PC5030572
2,4636,PCDECFC74
4,4433,PC1DEB043
4,4630,PCA26D872
2,4448,PC19F3DBB
4,4624,PCDF73A3C
2,4922,PC785D63F
2,4376,PCA283923
2,4724,PC3DE08BF
2,4600,PCB99E8F9
4,4177,PC9194382
4,4822,PCD1EB220
2,4756,PC8AEC6E8
4,4073,PCA3797CA
2,4902,PC425C6EC
2,4482,PCB6A16D7
2,4989,PC7D7AE48
4,4611,PC2EBEAB9
4,4060,PC481C9F9
2,4981,PC6B14C5D
4,4103,PC2B868A9
2,4653,PC1CE4935
4,4620,PC43973F9
2,4345,PCAC01231
2,4496,PC3FD65C8
2,4828,PCF712D1A
2,4535,PC1BC7FA5
2,4242,PCECC4DE2
2,4949,PC86E9EB7
2,4242,PCECC4DE2
4,4885,PC5083F35
4,4833,PC71A1452
4,4100,PCC6DD8D5
2,4395,PC6F25DF0
2,4267,PCE51C5C7
2,4097,PCB1B5BEC
2,4646,PC3F8C42B
2,4780,PC0A717C4
2,4473,PC51FDD60
2,4631,PCFFF6463
2,4532,PC8DD921E
4,4524,PCF8BB245
2,4317,PC0DC6CAB
2,4989,PC7D7AE48
2,4023,PC77793DF
2,4288,PC12AA919
2,4296,PCA24C1E1
4,4927,PC2D22627
2,4440,PCBE1B45D
2,4376,PCA283923
4,4332,PC3B258E9
4,4724,PC3DE08BF
2,4121,PCEC57A8E
2,4749,PC65C93B7
2,4640,PCC993FB3
4,4103,PC2B868A9
4,4335,PC76935F9
2,4458,PCECEBBFA
2,4432,PC4CBEFF5
2,4052,PC25E70B7
2,4070,PCEECA8B2
4,4812,PC22D9C6D
2,4871,PC397AFA3
4,4712,PC94168A2
2,4960,PC6A1BCA4
2,4261,PC84FFC9D
2,4678,PCD175301
4,4555,PC06A0237
4,4623,PCAA67227
2,4420,PCFDB2950
2,4063,PC7667A3E
4,4627,PCA965149
2,4183,PCF5E7754
4,4585,PCF3AE602
2,4666,PCE8CBA37
2,4842,PC16F5A24
2,4391,PCCFD9AB6
2,4202,PC65AA714
2,4386,PC948D5B2
2,4886,PC4D892D7
2,4063,PC7667A3E
2,4624,PCDF73A3C
2,4101,PCCC8F243
2,4418,PCF6EECB2
2,4141,PC13CB69B
2,4613,PCEBBFFB5
2,4171,PC36C9AE8
2,4365,PC0F226DF
2,4240,PC72FE04B
4,4359,PCB27CFF1
2,4522,PC0A326BE
2,4745,PC6397888
2,4737,PCED7EAFE
2,4285,PCB524A9F
2,4892,PC7AA5B2F
2,4352,PC99B9343
2,4182,PC5EBB0FA
2,4611,PC2EBEAB9
4,4925,PCE5E04A2
4,4376,PCA283923
2,4812,PC22D9C6D
2,4974,PCDEB8E32
2,4107,PC7607A5D
2,4853,PC214FB8E
4,4856,PC7C042B7
2,4473,PC51FDD60
2,4003,PC83F544D
2,4284,PC0DB49FD
