PTP,VCB43,918
PTC,VC965,648
PTE,VC965,311
PTP,VC965,793
PTP,VC965,806
PTC,VC965,863
PTE,VCD2F,138
PTC,VC965,893
PTE,VCB43,406
PTC,VC965,227
PTE,VC965,902
PTE,VC965,751
PTC,VC965,965
PTP,VCB43,519
PTC,VC965,696
PTE,VC965,994
PTC,VCB43,399
PTC,VC965,289
PTC,VCB43,457
PTE,VC965,538
PTC,VCB43,115
PTC,VC965,569
PTE,VCB43,700
PTC,VC965,135
PTP,VC965,658
PTE,VC965,813
PTP,VC965,537
PTE,VCB43,807
PTE,VC965,368
PTE,VC965,198
PTP,VC965,281
PTC,VC965,725
PTE,VC965,406
PTE,VCB43,21
PTP,VCD2F,582
PTC,VC965,127
PTE,VC965,527
PTC,VC965,941
PTE,VC965,880
PTP,VC965,768
PTC,VC965,847
PTC,VCB43,802
PTE,VC965,44
PTC,VCD2F,146
PTC,VC965,453
PTE,VC965,942
PTE,VC965,317
PTC,VC965,410
PTE,VCB43,50
PTE,VC965,771
PTC,VC965,156
PTC,VCB43,865
PTP,VC965,782
PTC,VC965,460
PTE,VC965,603
PTP,VCB43,493
PTC,VC965,53
PTP,VCB43,991
PTE,VC965,862
PTE,VC965,137
PTP,VC965,830
PTC,VCD2F,609
PTE,VC965,149
PTC,VC965,942
PTC,VCB43,748
PTE,VC965,622
PTE,VC965,253
PTC,VC965,960
PTP,VC965,946
PTE,VCB43,753
PTC,VCD2F,897
PTC,VC965,78
PTP,VCB43,940
PTE,VC965,153
PTC,VC965,321
PTP,VCD2F,624
PTC,VC965,941
PTP,VC965,469
PTC,VC965,939
PTP,VCD2F,86
PTC,VC965,225
PTE,VC965,555
PTP,VCD2F,68
PTC,VC965,511
PTP,VC965,520
PTE,VCD2F,188
PTP,VCB43,571
PTC,VC965,520
PTE,VCB43,373
PTE,VCB43,921
PTE,VC965,516
PTC,VCB43,713
PTE,VC965,533
PTC,VC965,738
PTP,VC965,225
PTC,VC965,220
PTP,VC965,253
PTC,VCD2F,460
PTE,VCB43,213
PTE,VC965,421
PTC,VCB43,805
PTP,VC965,986
PTC,VC965,385
PTP,VCD2F,370
PTP,VC965,634
PTC,VCB43,795
PTC,VC965,52
PTP,VC965,915
PTE,VC965,107
PTP,VC965,746
PTE,VCB43,676
PTC,VC965,71
PTC,VC965,968
PTP,VC965,393
PTP,VCB43,864
PTP,VCB43,149
PTP,VC965,473
PTE,VCB43,806
PTP,VC965,677
PTP,VC965,731
PTC,VCB43,666
PTC,VC965,270
PTE,VCB43,408
PTC,VC965,363
PTP,VC965,468
PTC,VCB43,738
PTC,VCB43,167
PTE,VC965,247
PTP,VCB43,137
PTC,VCD2F,621
PTC,VCB43,454
PTE,VC965,731
PTP,VC965,364
PTE,VC965,249
PTP,VC965,856
PTE,VCD2F,318
PTE,VC965,479
PTP,VCB43,910
PTP,VC965,828
PTC,VC965,883
PTP,VC965,150
PTP,VC965,357
PTE,VC965,465
PTP,VCB43,343
PTC,VC965,184
PTE,VCB43,75
PTC,VCB43,447
PTP,VC965,652
PTE,VC965,303
PTC,VC965,852
PTC,VC965,469
PTE,VC965,780
PTE,VC965,392
PTC,VC965,7
PTP,VC965,185
PTP,VC965,27
PTC,VC965,955
PTC,VC965,989
PTP,VC965,600
PTE,VCB43,894
PTE,VCB43,532
PTC,VC965,277
PTC,VCB43,121
PTP,VCD2F,382
PTP,VC965,327
PTC,VC965,363
PTC,VC965,937
PTE,VCD2F,772
PTC,VC965,521
PTP,VC965,470
PTP,VC965,458
PTP,VC965,152
PTP,VCB43,245
PTP,VC965,792
PTP,VCB43,652
PTC,VC965,811
PTC,VC965,972
PTE,VC965,52
PTC,VC965,796
PTC,VC965,193
PTC,VC965,629
PTP,VC965,681
PTE,VC965,507
PTC,VCD2F,750
PTE,VCB43,567
PTC,VC965,524
PTP,VC965,328
PTE,VCB43,203
PTC,VCB43,990
PTE,VC965,712
PTC,VC965,356
PTP,VCB43,403
PTC,VCB43,688
PTE,VC965,667
PTP,VC965,386
PTC,VCB43,854
PTE,VC965,123
PTE,VC965,17
PTC,VC965,489
PTE,VCB43,169
PTP,VC965,990
PTP,VCB43,293
PTC,VC965,64
PTE,VCB43,417
PTE,VC965,625
PTE,VC965,220
PTC,VC965,720
PTP,VCB43,363
PTP,VC965,952
PTE,VC965,61
PTP,VCB43,395
PTC,VC965,763
PTP,VC965,247
PTE,VC965,586
PTP,VC965,2
PTP,VC965,304
PTC,VC965,689
PTE,VC965,738
PTP,VCB43,509
PTE,VC965,81
PTP,VC965,390
PTE,VC965,869
PTP,VC965,407
PTE,VCB43,840
PTP,VC965,747
PTE,VC965,823
PTP,VCB43,180
PTP,VC965,965
PTP,VCD2F,293
PTE,VC965,299
PTP,VC965,644
PTE,VC965,568
PTE,VCB43,85
PTP,VC965,150
PTE,VC965,107
PTE,VC965,997
PTE,VC965,66
PTP,VCB43,181
PTE,VC965,408
PTP,VC965,638
PTP,VCB43,558
PTP,VC965,197
PTE,VCB43,980
PTC,VCB43,995
PTC,VCD2F,711
PTE,VC965,683
PTP,VC965,664
PTE,VC965,216
PTE,VC965,965
PTE,VC965,544
PTE,VC965,861
PTE,VC965,866
PTE,VCD2F,3
PTE,VC965,28
PTP,VC965,691
PTE,VC965,38
PTE,VCD2F,784
PTP,VCB43,403
PTP,VC965,678
PTP,VC965,223
PTP,VCB43,511
PTP,VC965,5
PTP,VC965,107
PTP,VCD2F,921
PTE,VC965,959
PTC,VCB43,570
PTC,VC965,351
PTE,VCB43,600
PTC,VCB43,567
PTP,VC965,956
PTC,VC965,9
PTP,VC965,97
PTP,VCD2F,746
PTP,VC965,307
PTE,VC965,133
PTP,VC965,53
PTE,VC965,375
PTE,VCD2F,349
PTC,VC965,600
PTE,VCB43,421
PTE,VC965,629
PTE,VCB43,679
PTC,VCB43,766
PTC,VC965,591
PTE,VC965,759
PTP,VC965,829
PTP,VCD2F,330
PTP,VC965,182
PTC,VC965,730
PTC,VCB43,374
PTP,VCB43,898
PTC,VCB43,604
PTP,VC965,628
PTE,VC965,403
PTC,VC965,713
PTE,VCB43,50
PTE,VCD2F,808
PTE,VC965,606
PTP,VCB43,997
PTE,VC965,582
PTC,VC965,384
PTP,VC965,585
PTP,VCB43,695
PTP,VC965,726
PTP,VC965,771
PTE,VCB43,473
PTC,VC965,358
PTP,VCB43,470
PTE,VC965,733
PTP,VC965,76
PTE,VCB43,685
PTC,VCB43,41
PTC,VC965,520
PTC,VC965,121
PTC,VC965,658
PTE,VCB43,164
PTP,VC965,610
PTC,VC965,117
PTE,VC965,954
PTE,VC965,488
PTP,VC965,7
PTE,VC965,337
PTC,VCD2F,867
PTC,VCB43,444
PTP,VCD2F,499
PTP,VC965,515
PTP,VC965,89
PTP,VC965,10
PTP,VC965,662
PTC,VC965,886
PTP,VC965,466
PTE,VCB43,26
PTP,VC965,361
PTP,VC965,928
PTC,VC965,64
PTE,VC965,758
PTE,VC965,660
PTP,VCB43,394
PTP,VC965,231
PTE,VCD2F,525
PTP,VC965,570
PTC,VC965,230
PTP,VC965,255
PTC,VC965,416
PTE,VCD2F,876
PTP,VC965,740
PTE,VC965,163
PTE,VCB43,473
PTE,VCB43,97
PTE,VCD2F,340
PTP,VC965,864
PTE,VC965,416
PTP,VCB43,84
PTP,VCB43,618
PTP,VCB43,968
PTP,VC965,589
PTP,VCD2F,804
PTP,VC965,363
PTC,VC965,369
PTE,VC965,930
PTP,VC965,391
PTE,VCB43,300
PTP,VC965,576
PTP,VC965,393
PTC,VC965,863
PTP,VCB43,574
PTE,VC965,728
PTP,VCB43,785
PTP,VCB43,535
PTE,VC965,752
PTP,VC965,962
PTC,VCD2F,878
PTE,VCD2F,821
PTE,VC965,711
PTC,VCB43,808
PTP,VCB43,75
PTE,VC965,410
PTC,VC965,373
PTC,VC965,403
PTP,VC965,734
PTC,VC965,905
PTP,VCD2F,866
PTP,VC965,701
PTC,VC965,93
PTC,VCD2F,826
PTC,VCB43,138
PTE,VCB43,49
PTP,VCB43,53
PTC,VC965,875
PTC,VC965,972
PTP,VC965,561
PTE,VC965,423
PTC,VCD2F,629
PTC,VC965,59
PTC,VCD2F,904
PTP,VC965,525
PTC,VCD2F,323
PTP,VC965,546
PTC,VCD2F,232
PTC,VC965,705
PTP,VCD2F,44
PTE,VC965,38
PTP,VC965,112
PTE,VCD2F,934
PTP,VC965,779
PTC,VC965,234
PTC,VC965,143
PTE,VC965,351
PTP,VCD2F,120
PTP,VC965,132
PTP,VC965,390
PTC,VC965,899
PTE,VC965,675
PTC,VC965,211
PTC,VC965,79
PTE,VCB43,364
PTE,VC965,810
PTP,VC965,533
PTE,VC965,765
PTE,VC965,504
PTP,VC965,21
PTC,VCB43,888
PTP,VC965,200
PTC,VCD2F,671
PTE,VCB43,59
PTC,VC965,15
PTC,VCD2F,178
PTE,VC965,436
PTP,VC965,859
PTE,VC965,369
PTE,VC965,189
PTC,VC965,82
PTE,VC965,97
PTE,VC965,862
PTC,VCB43,605
PTE,VC965,939
PTE,VC965,676
PTC,VC965,658
PTC,VC965,906
PTC,VCD2F,175
PTC,VC965,996
PTP,VC965,61
PTE,VCB43,991
PTP,VC965,104
PTE,VCB43,271
PTC,VC965,520
PTC,VC965,861
PTE,VC965,583
PTE,VC965,65
PTP,VC965,231
PTC,VC965,502
PTE,VC965,206
PTE,VC965,324
PTC,VC965,314
PTC,VC965,168
PTC,VCB43,796
PTP,VC965,929
PTE,VCD2F,846
PTC,VC965,727
PTC,VCB43,574
PTC,VC965,997
PTP,VC965,906
PTC,VCB43,164
PTC,VCB43,102
PTC,VCD2F,678
PTE,VCB43,673
PTE,VCB43,428
PTE,VCD2F,862
PTP,VC965,219
PTE,VC965,962
PTE,VC965,147
PTE,VC965,223
PTP,VCB43,597
PTC,VC965,842
PTC,VC965,314
PTC,VC965,746
PTP,VC965,663
PTC,VCD2F,315
PTE,VC965,745
PTP,VCB43,918
PTP,VCD2F,193
PTE,VC965,961
PTE,VCB43,733
PTE,VCB43,767
PTP,VCD2F,606
PTE,VC965,238
PTP,VC965,905
PTE,VC965,723
PTC,VC965,441
PTP,VCB43,508
PTC,VCB43,35
PTC,VC965,899
PTP,VC965,187
PTE,VC965,538
PTE,VC965,144
PTP,VCB43,588
PTC,VC965,249
PTC,VC965,279
PTC,VC965,949
PTP,VC965,507
PTC,VCD2F,40
PTP,VCB43,158
PTP,VCB43,930
PTC,VCB43,960
PTP,VCB43,717
PTP,VC965,85
PTC,VC965,508
PTP,VC965,764
PTE,VCD2F,527
PTP,VC965,466
PTP,VCB43,668
PTP,VCB43,977
PTE,VC965,125
PTP,VCB43,275
PTP,VC965,936
PTC,VCD2F,370
PTP,VCB43,247
PTC,VCB43,858
PTP,VCB43,838
PTP,VCB43,723
PTE,VC965,745
PTP,VCD2F,464
PTC,VC965,780
PTC,VC965,212
PTE,VC965,92
PTP,VCB43,840
PTE,VCB43,59
PTC,VCB43,101
PTC,VC965,608
PTE,VC965,667
PTC,VCB43,446
PTP,VC965,823
PTC,VC965,784
PTC,VC965,488
PTE,VCB43,778
PTC,VC965,651
PTC,VC965,261
PTP,VCB43,814
PTE,VCB43,983
PTC,VCD2F,546
PTE,VCD2F,596
PTC,VCB43,816
PTE,VCD2F,426
PTC,VC965,75
PTP,VC965,110
PTE,VCB43,280
PTC,VCB43,652
PTE,VC965,326
PTC,VC965,590
PTP,VC965,525
PTC,VC965,7
PTP,VCB43,67
PTP,VC965,95
PTP,VCB43,418
PTE,VCB43,860
PTC,VCD2F,41
PTC,VC965,24
PTC,VC965,901
PTP,VCD2F,299
PTC,VCD2F,740
PTP,VCB43,477
PTE,VC965,565
PTE,VCB43,999
PTE,VC965,738
PTE,VC965,383
PTC,VC965,659
PTP,VCB43,478
PTC,VC965,120
PTP,VC965,723
PTP,VC965,333
PTP,VCD2F,192
PTP,VC965,657
PTP,VCB43,166
PTP,VC965,923
PTP,VC965,776
PTC,VCB43,649
PTP,VCB43,286
PTC,VC965,357
PTE,VC965,302
PTP,VC965,839
PTE,VCB43,481
PTP,VCD2F,693
PTP,VCB43,651
PTC,VCD2F,739
PTP,VC965,195
PTC,VC965,77
PTC,VC965,863
PTC,VC965,158
PTC,VC965,805
PTP,VC965,482
PTC,VCB43,371
PTP,VC965,827
PTP,VC965,154
PTC,VCB43,899
PTC,VC965,254
PTE,VCB43,812
PTP,VC965,69
PTE,VC965,745
PTE,VCB43,145
PTP,VC965,506
PTE,VC965,187
PTE,VC965,228
PTP,VCB43,492
PTP,VC965,28
PTC,VCD2F,433
PTE,VCB43,189
PTC,VCB43,288
PTP,VC965,651
PTC,VC965,588
PTE,VC965,557
PTP,VC965,489
PTE,VC965,410
PTC,VC965,47
PTP,VC965,365
PTP,VC965,721
PTC,VCB43,549
PTE,VC965,337
PTC,VC965,167
PTE,VC965,767
PTC,VCD2F,748
PTC,VC965,492
PTP,VC965,869
PTP,VCB43,83
PTC,VC965,234
PTC,VC965,310
PTC,VCB43,680
PTE,VCB43,954
PTP,VCD2F,181
PTP,VC965,883
PTE,VC965,103
PTC,VCB43,917
PTE,VCB43,78
PTE,VC965,721
PTC,VCB43,793
PTP,VCB43,813
PTE,VC965,614
PTC,VCD2F,770
PTP,VC965,953
PTE,VCD2F,662
PTE,VCB43,232
PTC,VC965,946
PTE,VCB43,175
PTP,VC965,557
PTE,VCB43,857
PTP,VC965,619
PTE,VCB43,856
PTP,VC965,637
PTP,VCD2F,103
PTE,VC965,546
PTP,VC965,399
PTP,VC965,139
PTE,VCD2F,369
PTP,VC965,646
PTP,VC965,703
PTP,VC965,256
PTC,VC965,320
PTC,VC965,754
PTE,VC965,643
PTC,VC965,196
PTC,VC965,22
PTE,VCB43,608
PTE,VCB43,939
PTE,VC965,699
PTC,VC965,100
PTC,VCD2F,265
PTE,VC965,236
PTP,VCD2F,577
PTC,VC965,109
PTP,VC965,910
PTE,VC965,310
PTP,VC965,606
PTC,VC965,922
PTE,VCB43,370
PTC,VC965,138
PTC,VC965,504
PTE,VC965,838
PTC,VCD2F,349
PTC,VC965,354
PTC,VC965,962
PTC,VC965,883
PTC,VCD2F,994
PTE,VCD2F,535
PTE,VC965,849
PTE,VCD2F,268
PTE,VC965,890
PTP,VC965,190
PTP,VC965,809
PTP,VC965,192
PTE,VCB43,8
PTE,VCB43,182
PTC,VC965,442
PTC,VC965,387
PTP,VC965,222
PTC,VC965,61
PTP,VC965,348
PTC,VC965,495
PTE,VCB43,192
PTE,VCB43,686
PTE,VC965,773
PTP,VCB43,603
PTE,VC965,379
PTE,VC965,377
PTP,VC965,587
PTE,VCD2F,757
PTE,VCD2F,747
PTE,VC965,142
PTC,VC965,603
PTP,VC965,105
PTP,VCB43,973
PTE,VCB43,448
PTE,VC965,396
PTC,VCB43,893
PTP,VC965,459
PTP,VC965,726
PTC,VC965,251
PTC,VC965,713
PTE,VCB43,849
PTE,VCD2F,623
PTP,VCB43,757
PTE,VC965,660
PTE,VCB43,307
PTE,VCD2F,916
PTP,VC965,218
PTP,VC965,905
PTP,VC965,567
PTE,VC965,674
PTP,VC965,84
PTE,VCB43,754
PTE,VCB43,469
PTE,VCB43,416
PTC,VC965,310
PTE,VCD2F,621
PTC,VC965,830
PTE,VCB43,822
PTC,VC965,544
PTP,VC965,214
PTE,VCD2F,697
PTP,VC965,98
PTE,VC965,647
PTC,VC965,260
PTC,VC965,482
PTE,VC965,917
PTC,VC965,214
PTP,VC965,230
PTC,VC965,457
PTE,VC965,145
PTC,VC965,848
PTC,VC965,631
PTC,VC965,233
PTC,VC965,683
PTP,VCB43,382
PTC,VCB43,67
PTE,VC965,421
PTE,VCB43,826
PTE,VC965,573
PTE,VC965,148
PTC,VCD2F,897
PTE,VCD2F,930
PTC,VCB43,160
PTP,VCB43,273
PTC,VC965,772
PTP,VCB43,750
PTE,VC965,372
PTP,VC965,409
PTC,VC965,896
PTC,VCB43,357
PTC,VCB43,991
PTC,VC965,295
PTC,VCB43,755
PTC,VCD2F,326
PTP,VCB43,671
PTP,VC965,17
PTC,VC965,47
PTC,VC965,643
PTP,VC965,288
PTP,VC965,249
PTE,VC965,197
PTC,VC965,868
PTE,VCB43,94
PTE,VCB43,502
PTP,VCB43,109
PTP,VC965,477
PTP,VCD2F,626
PTC,VC965,554
PTP,VCD2F,876
PTE,VC965,736
PTC,VC965,415
PTC,VC965,649
PTE,VC965,90
PTC,VCB43,690
PTC,VC965,791
PTC,VC965,13
PTC,VC965,798
PTP,VCD2F,916
PTE,VC965,866
PTE,VCB43,938
PTC,VC965,513
PTE,VCD2F,180
PTC,VCB43,539
PTC,VCB43,180
PTP,VC965,340
PTE,VC965,303
PTE,VC965,449
PTP,VCB43,501
PTP,VCB43,228
PTP,VC965,844
PTP,VC965,95
PTE,VC965,374
PTE,VC965,305
PTP,VCB43,879
PTE,VC965,15
PTP,VCB43,186
PTE,VC965,953
PTC,VCD2F,123
PTP,VC965,423
PTC,VCB43,118
PTE,VCB43,291
PTC,VC965,488
PTC,VC965,14
PTC,VCB43,336
PTE,VC965,155
PTC,VCB43,820
PTP,VC965,605
PTE,VC965,321
PTE,VC965,334
PTE,VC965,972
PTE,VC965,390
PTP,VC965,888
PTC,VCD2F,55
PTC,VC965,516
PTC,VC965,244
PTE,VC965,539
PTE,VC965,25
PTC,VC965,448
PTC,VC965,883
PTP,VCD2F,262
PTP,VC965,411
PTC,VCB43,747
PTP,VC965,43
PTC,VC965,911
PTE,VC965,738
PTE,VCD2F,414
PTC,VCD2F,94
PTC,VC965,636
PTE,VC965,328
PTC,VCD2F,309
PTC,VCB43,822
PTE,VCB43,939
PTP,VC965,70
PTE,VCD2F,118
PTP,VC965,517
PTP,VC965,578
PTC,VCB43,646
PTE,VC965,482
PTE,VC965,802
PTE,VC965,191
PTC,VCD2F,990
PTP,VC965,153
PTP,VC965,961
PTE,VCB43,325
PTP,VCD2F,157
PTP,VCB43,744
PTC,VCB43,758
PTP,VC965,5
PTC,VC965,842
PTE,VC965,471
PTP,VCB43,933
PTC,VCD2F,171
PTP,VCB43,360
PTC,VC965,916
PTE,VC965,469
PTP,VCB43,718
PTC,VC965,182
PTC,VC965,165
PTP,VC965,283
PTC,VC965,128
PTC,VCD2F,988
PTC,VC965,502
PTC,VCB43,61
PTP,VC965,766
PTE,VCD2F,82
PTE,VCB43,576
PTP,VCD2F,337
PTP,VC965,456
PTP,VC965,597
PTP,VC965,710
PTP,VCB43,445
PTC,VCB43,978
PTP,VC965,108
PTC,VC965,904
PTC,VC965,313
PTC,VC965,563
PTP,VCD2F,578
PTC,VC965,373
PTP,VC965,209
PTP,VC965,569
PTC,VCB43,273
PTP,VC965,933
PTE,VC965,802
PTP,VCB43,248
PTC,VC965,54
PTC,VCB43,542
PTP,VC965,645
PTC,VCD2F,687
PTP,VCB43,869
PTC,VCD2F,927
PTC,VC965,987
PTC,VCD2F,578
PTP,VC965,195
PTE,VC965,878
PTE,VCB43,837
PTP,VCB43,790
PTC,VCD2F,516
PTC,VCB43,585
PTP,VC965,190
PTP,VC965,883
PTE,VCD2F,400
PTE,VC965,679
PTC,VC965,20
PTE,VC965,504
PTC,VCB43,48
PTP,VC965,525
PTC,VCB43,525
PTP,VCD2F,300
PTP,VC965,827
PTE,VC965,451
PTC,VCB43,767
PTE,VCB43,816
PTP,VC965,705
PTE,VCB43,1
PTC,VC965,14
PTE,VCD2F,31
PTE,VCB43,140
PTC,VCB43,598
PTP,VC965,762
PTC,VC965,762
PTC,VCD2F,844
PTC,VC965,287
PTP,VC965,338
PTP,VCD2F,632
PTP,VCB43,959
PTC,VC965,797
PTP,VC965,644
PTC,VC965,863
PTE,VC965,176
PTP,VCB43,770
PTC,VCB43,372
PTP,VCD2F,180
PTC,VC965,920
PTP,VC965,443
PTC,VCD2F,568
PTE,VC965,304
PTP,VCD2F,710
PTP,VCB43,493
PTC,VCD2F,314
PTP,VCB43,185
PTE,VCB43,365
PTE,VCB43,739
PTC,VC965,25
PTE,VCD2F,138
PTE,VCB43,374
PTE,VC965,893
PTE,VCB43,956
PTE,VC965,638
PTP,VCB43,295
PTC,VC965,114
PTC,VC965,94
PTC,VC965,184
PTP,VC965,337
PTP,VC965,726
PTE,VCB43,851
PTC,VC965,683
PTC,VC965,481
PTP,VC965,72
PTP,VC965,367
PTE,VC965,904
PTP,VCB43,818
PTP,VCB43,91
PTE,VC965,606
PTP,VCB43,716
PTP,VCD2F,38
PTP,VCB43,684
PTE,VC965,864
PTC,VC965,125
PTP,VCB43,835
PTE,VC965,556
PTP,VC965,672
PTC,VC965,411
PTE,VCB43,487
PTC,VC965,611
PTC,VCB43,534
PTE,VCB43,399
PTP,VC965,480
PTP,VCD2F,937
PTC,VC965,20
PTC,VC965,603
PTE,VC965,503
PTC,VCB43,857
PTC,VCB43,485
PTP,VC965,850
PTC,VC965,361
PTE,VCB43,876
PTP,VC965,968
PTP,VC965,987
PTE,VCD2F,760
PTP,VC965,229
PTC,VCD2F,749
PTE,VCB43,933
PTC,VCB43,761
PTP,VC965,27
PTP,VCB43,764
PTE,VCD2F,904
PTE,VC965,558
PTP,VC965,196
PTP,VC965,473
PTP,VC965,341
PTP,VCB43,27
PTP,VC965,527
PTP,VC965,248
PTE,VCB43,850
PTC,VC965,581
PTP,VC965,456
PTP,VC965,523
PTP,VC965,2
PTP,VC965,438
PTE,VCB43,587
PTC,VC965,521
PTP,VC965,73
PTE,VC965,544
PTP,VC965,999
PTE,VCB43,822
PTE,VC965,926
PTC,VC965,670
PTE,VC965,692
PTP,VC965,797
PTC,VC965,675
PTC,VC965,34
PTC,VC965,915
PTE,VCB43,358
PTC,VCB43,738
PTE,VCD2F,817
PTP,VC965,388
PTP,VCD2F,727
PTP,VC965,41
PTE,VC965,409
PTP,VCB43,361
PTP,VCD2F,552
PTP,VC965,92
PTC,VCD2F,356
PTE,VC965,97
PTP,VCB43,337
PTC,VCD2F,423
PTE,VC965,582
PTE,VC965,905
PTC,VCD2F,7
PTE,VCB43,418
PTC,VCB43,404
PTC,VCB43,575
PTE,VC965,628
PTP,VCD2F,915
PTE,VC965,846
PTE,VCB43,273
PTC,VC965,34
PTP,VC965,13
PTP,VC965,694
PTC,VC965,708
PTP,VCB43,693
PTP,VC965,865
PTC,VC965,324
PTC,VCD2F,14
PTE,VC965,375
PTE,VC965,503
PTE,VC965,612
PTE,VCD2F,498
PTC,VC965,766
PTP,VC965,781
PTP,VC965,755
PTE,VC965,273
PTP,VC965,353
PTC,VCB43,63
PTP,VC965,133
PTC,VC965,153
PTC,VC965,897
PTC,VCD2F,630
PTE,VC965,376
PTP,VCB43,368
PTE,VC965,195
PTP,VC965,763
PTC,VCB43,437
PTP,VC965,468
PTP,VCB43,794
PTC,VCD2F,953
PTE,VC965,700
PTE,VC965,775
PTC,VC965,945
PTC,VCB43,789
PTE,VCD2F,574
PTC,VCB43,776
PTP,VC965,443
PTC,VCD2F,939
PTP,VCB43,959
PTE,VC965,825
PTP,VC965,400
PTP,VC965,499
PTC,VCD2F,721
PTE,VCD2F,461
PTC,VC965,402
PTC,VCD2F,989
PTP,VCB43,243
PTP,VC965,69
PTC,VCB43,546
PTC,VC965,338
PTC,VCB43,124
PTE,VC965,952
PTE,VCB43,784
PTC,VC965,649
PTC,VC965,189
PTE,VC965,547
PTP,VC965,487
PTP,VC965,835
PTE,VC965,217
