53,Wed Aug 18 17:50:45 2021,6065595,van
54,Mon Aug  2 16:59:38 2021,9885768,car
55,Thu Aug 19 04:54:56 2021,4327783,car
56,Tue Aug 17 18:11:45 2021,3904834,truck
57,Mon Aug  2 19:48:50 2021,1358382,car
58,Tue Aug 17 16:46:31 2021,3579992,car
59,Wed Aug 11 22:21:30 2021,8130760,car
60,Fri Jul 30 09:54:24 2021,6546218,car
61,Sat Aug  7 16:42:24 2021,3673515,car
62,Wed Aug  4 20:43:54 2021,9888875,truck
63,Sat Aug  7 20:44:08 2021,8136080,truck
64,Thu Aug 12 19:23:36 2021,2078447,van
65,Sat Aug  7 16:41:49 2021,8090807,car
66,Sun Aug  1 07:32:04 2021,4309692,car
67,Wed Aug 11 14:24:25 2021,3752767,car
68,Wed Aug  4 23:10:29 2021,9407219,car
69,Wed Aug  4 14:29:11 2021,2167845,van
70,Tue Aug 17 01:20:54 2021,7903517,car
71,Sat Aug 21 02:09:35 2021,7385817,car
72,Thu Aug 19 17:52:30 2021,5673776,car
73,Tue Aug 17 21:58:23 2021,823973,car
74,Tue Aug 10 13:03:36 2021,9361361,car
75,Sat Aug 21 19:25:57 2021,8744445,car
76,Sun Aug  8 14:01:06 2021,2910050,car
77,Thu Aug  5 11:21:12 2021,1686323,car
78,Sun Aug  1 07:10:55 2021,9113006,car
79,Fri Jul 30 15:53:32 2021,660597,car
80,Sun Aug 22 16:38:30 2021,8500934,car
81,Thu Aug 19 13:11:29 2021,395519,truck
82,Mon Aug  9 14:17:00 2021,2616607,truck
83,Sat Aug 14 10:36:28 2021,7218572,car
84,Thu Aug 12 11:53:03 2021,994857,truck
85,Mon Aug  2 20:12:17 2021,3168436,car
86,Fri Aug 13 20:06:41 2021,1572712,car
87,Thu Jul 29 17:35:21 2021,545955,car
88,Sun Aug 22 05:39:41 2021,2013386,car
89,Wed Aug 11 02:43:03 2021,6566889,car
90,Wed Aug 11 02:39:24 2021,852585,car
91,Thu Jul 29 14:30:02 2021,6196238,truck
92,Mon Aug  2 11:07:12 2021,6031416,truck
93,Wed Aug  4 15:15:09 2021,6905906,van
94,Wed Aug 11 17:34:54 2021,3764238,car
95,Thu Aug  5 06:31:23 2021,1673826,truck
96,Sat Aug 21 18:13:29 2021,316662,car
97,Thu Aug 19 22:17:26 2021,2992127,truck
98,Thu Aug 19 12:02:31 2021,7517992,car
99,Thu Aug 12 06:54:12 2021,6232948,truck
100,Fri Jul 30 08:09:03 2021,4369477,car
101,Fri Aug  6 18:18:53 2021,4388245,truck
102,Sat Aug  7 20:49:07 2021,8392508,car
103,Fri Jul 30 16:08:08 2021,6858708,car
104,Fri Aug  6 06:59:16 2021,6215048,truck
105,Fri Aug 13 11:20:04 2021,7046549,truck
106,Wed Aug  4 18:37:46 2021,7899881,truck
107,Fri Aug 20 01:13:53 2021,9824238,car
108,Sun Aug  8 10:25:38 2021,8180012,car
109,Tue Aug 10 12:42:19 2021,426578,car
110,Thu Jul 29 11:33:20 2021,3284775,car
111,Sat Jul 31 18:42:46 2021,5487227,car
112,Thu Aug 12 23:09:32 2021,1772941,car
113,Fri Aug 13 04:52:01 2021,2471284,van
114,Sun Aug 22 03:05:40 2021,6040036,car
115,Fri Aug 13 12:39:10 2021,9249042,truck
116,Mon Aug  9 22:59:28 2021,5791925,car
117,Fri Aug  6 01:01:14 2021,3696614,truck
118,Mon Aug  2 05:42:51 2021,7892550,car
119,Sun Aug  1 19:31:14 2021,5673214,van
120,Fri Aug  6 05:58:42 2021,6657095,truck
121,Mon Aug  9 16:03:31 2021,2067579,van
122,Fri Aug 13 11:42:48 2021,1005686,car
123,Sun Aug  8 02:44:35 2021,7521772,van
124,Sun Aug 15 08:43:48 2021,6545042,car
125,Mon Aug  9 05:03:17 2021,3473929,truck
126,Sun Aug 22 02:13:18 2021,29457,car
127,Sat Aug 21 23:03:24 2021,7360318,car
128,Tue Aug 17 10:32:29 2021,3427163,truck
129,Fri Jul 30 08:44:05 2021,3007179,van
130,Fri Aug 20 06:01:27 2021,2151509,car
131,Sat Jul 31 05:17:21 2021,1067960,car
132,Tue Aug  3 07:01:26 2021,1100257,car
133,Sun Aug 22 10:01:40 2021,4346999,car
134,Sat Aug 14 17:24:04 2021,4371005,car
135,Sat Aug 14 11:50:01 2021,1583109,car
136,Wed Aug 18 07:26:20 2021,8808595,car
137,Thu Aug  5 01:15:16 2021,1841800,van
138,Sat Jul 31 00:28:44 2021,1825050,car
139,Fri Aug 13 09:54:01 2021,8490556,car
140,Thu Jul 29 23:02:42 2021,2549393,truck
141,Wed Aug 11 13:15:55 2021,9636921,truck
142,Thu Aug 19 21:13:57 2021,8899022,truck
143,Thu Aug 19 08:46:24 2021,8112100,van
144,Thu Jul 29 16:02:19 2021,335366,car
145,Sat Jul 31 19:32:50 2021,1716955,truck
146,Sat Aug 21 13:56:33 2021,4153555,van
147,Sat Jul 31 12:55:05 2021,5626263,car
148,Fri Aug  6 23:05:57 2021,49472,car
149,Thu Aug  5 15:24:15 2021,2497636,car
150,Tue Aug  3 19:13:15 2021,7825358,truck
151,Sat Jul 31 11:27:59 2021,6084818,van
152,Thu Aug 19 18:53:39 2021,5455899,car
153,Tue Aug 17 22:11:51 2021,1849505,van
154,Wed Aug 18 19:49:38 2021,6114302,car
155,Sun Aug 15 12:34:18 2021,8064123,car
156,Fri Aug  6 19:17:50 2021,538972,truck
157,Fri Jul 30 13:58:53 2021,6869546,truck
158,Mon Aug  2 16:00:33 2021,3766512,car
159,Fri Aug 20 21:45:41 2021,3528403,car
160,Fri Aug 20 04:59:50 2021,4380057,van
161,Sun Aug 15 00:36:59 2021,7876599,car
162,Fri Aug 13 00:25:06 2021,969619,car
163,Fri Jul 30 13:42:03 2021,5763049,car
164,Mon Aug 16 05:46:00 2021,6079402,truck
165,Sun Aug  1 22:59:23 2021,4832816,car
166,Fri Aug 20 12:19:46 2021,3518759,truck
167,Sat Jul 31 02:42:05 2021,4469770,truck
168,Fri Aug  6 11:25:34 2021,7942552,truck
169,Tue Aug 17 21:17:32 2021,2493747,truck
170,Tue Aug  3 15:31:28 2021,8099060,car
171,Fri Aug 20 22:50:25 2021,4492765,truck
172,Fri Aug  6 07:45:56 2021,5758058,car
173,Thu Aug 19 00:24:55 2021,9496559,car
174,Fri Jul 30 02:24:22 2021,3174341,car
175,Fri Aug 13 05:55:34 2021,3318165,car
176,Mon Aug  2 14:28:14 2021,7509515,truck
177,Tue Aug  3 12:47:44 2021,367073,car
178,Sun Aug  8 09:26:56 2021,8543348,truck
179,Fri Aug 20 04:16:14 2021,4588656,car
180,Fri Aug 20 04:22:16 2021,9706662,car
181,Tue Aug 10 03:28:33 2021,3359010,car
182,Wed Aug 18 11:24:47 2021,7639441,car
183,Tue Aug  3 08:52:25 2021,9449600,car
184,Wed Aug 11 06:39:10 2021,7572233,car
185,Fri Aug 20 03:23:49 2021,7096671,truck
186,Fri Jul 30 23:54:00 2021,6218100,car
187,Wed Aug 11 07:11:55 2021,9500467,van
188,Sun Aug 15 20:41:12 2021,2551672,truck
189,Wed Aug 18 18:28:36 2021,4423795,car
190,Mon Aug  9 07:19:12 2021,1520424,car
191,Tue Aug 10 16:39:12 2021,5680437,car
192,Mon Aug  9 02:30:05 2021,1469208,van
193,Mon Aug  9 06:58:52 2021,9017449,car
194,Sat Aug  7 03:09:03 2021,9014873,truck
195,Sat Aug  7 21:03:28 2021,6849933,car
196,Sun Aug  1 00:29:43 2021,1907386,car
197,Sun Aug  1 01:56:36 2021,5556619,truck
198,Tue Aug 17 00:22:53 2021,8724319,truck
199,Mon Aug  9 08:24:12 2021,4066334,car
200,Sat Jul 31 19:46:31 2021,1208453,car
201,Fri Aug  6 18:13:51 2021,8705286,truck
202,Thu Aug 12 00:17:15 2021,758555,car
203,Tue Aug 10 22:07:00 2021,7388283,car
204,Sun Aug  8 07:16:20 2021,7589773,car
205,Wed Aug 18 08:29:07 2021,2316095,car
206,Tue Aug 10 20:36:42 2021,1847455,van
207,Fri Aug 13 05:36:53 2021,7707016,car
208,Sun Aug  1 04:10:44 2021,2616520,truck
209,Sun Aug 15 11:41:43 2021,8332760,truck
210,Mon Aug  9 05:19:02 2021,9677148,car
211,Wed Aug  4 19:23:36 2021,2695699,car
212,Fri Aug 20 04:00:27 2021,1836057,car
213,Wed Aug 18 09:20:33 2021,7980271,truck
214,Sat Jul 31 01:41:58 2021,9166253,car
215,Mon Aug  2 20:26:27 2021,5966610,car
216,Tue Aug 10 14:11:13 2021,8273227,car
217,Tue Aug 17 11:21:41 2021,4772310,car
218,Thu Aug 12 01:18:11 2021,401226,car
219,Mon Aug  2 22:30:06 2021,5259884,van
220,Thu Aug 12 13:20:29 2021,4560546,car
221,Fri Aug  6 23:10:56 2021,3679257,truck
222,Sun Aug  8 01:28:48 2021,5001460,car
223,Thu Aug 12 14:26:03 2021,488809,car
224,Sun Aug 15 16:57:15 2021,4435309,car
225,Fri Aug  6 17:35:18 2021,9206176,car
226,Sat Aug  7 03:08:44 2021,5665208,truck
227,Sun Aug  1 05:31:31 2021,3619766,car
228,Wed Aug 18 09:22:29 2021,8195160,car
229,Wed Aug  4 05:40:04 2021,689804,truck
230,Mon Aug 16 02:36:38 2021,7671204,car
231,Fri Aug  6 19:31:40 2021,7549660,truck
232,Mon Aug  2 17:00:36 2021,6999001,car
233,Thu Aug 12 15:17:57 2021,3470780,truck
234,Sat Aug  7 15:21:43 2021,3321932,car
235,Mon Aug  9 04:56:23 2021,2993477,truck
236,Fri Aug 13 09:02:27 2021,7137012,car
237,Mon Aug  2 07:55:35 2021,4425207,car
238,Sat Aug 14 11:54:16 2021,8906007,car
239,Sat Jul 31 04:23:09 2021,2613132,car
240,Mon Aug 16 01:53:03 2021,1351738,truck
241,Sat Aug 14 11:49:22 2021,8845283,car
242,Wed Aug 18 19:07:34 2021,5207716,car
243,Mon Aug  9 05:34:28 2021,2593435,car
244,Sat Aug 14 08:00:30 2021,3194131,car
245,Sat Aug 14 08:01:53 2021,946473,car
246,Mon Aug  2 19:28:13 2021,2098761,truck
247,Wed Aug 11 02:53:00 2021,7556070,van
248,Fri Aug 13 20:51:49 2021,7949412,car
249,Mon Aug 16 01:15:58 2021,4982057,car
250,Sun Aug 15 04:10:44 2021,1732371,car
251,Sun Aug  8 23:50:15 2021,4012995,car
252,Wed Aug 18 07:43:49 2021,2596237,car
253,Mon Aug  2 17:51:59 2021,8381319,car
254,Wed Aug 11 21:55:31 2021,5062265,truck
255,Mon Aug 16 17:16:35 2021,7705983,car
256,Thu Jul 29 16:35:35 2021,2307979,van
257,Mon Aug 16 03:21:45 2021,2588561,car
258,Sun Aug  8 12:39:42 2021,6847371,car
259,Tue Aug 17 15:39:08 2021,2121085,car
260,Tue Aug  3 01:37:46 2021,1734512,car
261,Tue Aug 17 22:18:40 2021,7759834,truck
262,Mon Aug 16 10:41:55 2021,6292412,car
263,Fri Aug 13 11:00:14 2021,866998,car
264,Thu Aug 12 23:25:40 2021,9057323,truck
265,Fri Aug  6 03:55:57 2021,8091650,car
266,Thu Aug  5 23:24:23 2021,2155384,car
267,Tue Aug  3 06:54:05 2021,1867583,car
268,Mon Aug 16 07:28:50 2021,2703371,truck
269,Tue Aug  3 20:00:16 2021,8368036,car
270,Mon Aug 16 07:03:18 2021,3418635,truck
271,Sun Aug 15 16:44:18 2021,301035,car
272,Thu Aug 12 13:34:54 2021,4648848,car
273,Fri Aug 13 02:09:10 2021,758078,car
274,Sat Aug  7 04:50:03 2021,1517284,van
275,Wed Aug  4 20:38:41 2021,5708944,car
276,Thu Jul 29 20:17:07 2021,202496,car
277,Thu Jul 29 19:34:22 2021,6716922,truck
278,Sun Aug  8 03:23:33 2021,5536264,car
279,Sun Aug  8 07:34:29 2021,2105735,car
280,Sat Jul 31 12:39:28 2021,8857993,car
281,Mon Aug  9 15:56:14 2021,514282,car
282,Fri Aug  6 23:44:18 2021,847307,truck
283,Sat Aug  7 06:42:24 2021,2573891,van
284,Fri Aug  6 08:07:39 2021,9009917,car
285,Thu Aug 19 14:34:35 2021,1701415,truck
286,Sat Aug  7 20:38:49 2021,5040531,car
287,Fri Aug 20 13:15:02 2021,1297862,car
288,Wed Aug  4 06:15:30 2021,1932822,van
289,Sat Jul 31 21:51:59 2021,8569313,car
290,Sun Aug  8 06:33:09 2021,6311114,car
291,Mon Aug 16 06:11:04 2021,1451546,car
292,Fri Aug 20 13:36:58 2021,1711676,van
293,Mon Aug  9 18:51:11 2021,6740804,car
294,Wed Aug 18 12:19:24 2021,9049528,car
295,Sun Aug 15 08:30:45 2021,5269094,van
296,Wed Aug 11 13:15:58 2021,4753661,car
297,Sat Aug 14 09:06:09 2021,1948111,car
298,Tue Aug 17 00:00:26 2021,5894664,van
299,Wed Aug 11 04:51:17 2021,5455717,truck
300,Mon Aug  2 21:43:22 2021,1499647,car
301,Thu Aug  5 21:50:38 2021,2843245,truck
302,Mon Aug 16 04:30:00 2021,9796603,truck
303,Sun Aug  1 21:21:40 2021,5671860,car
304,Tue Aug 17 04:20:26 2021,425972,truck
305,Tue Aug 10 07:28:04 2021,7588083,car
306,Wed Aug  4 03:45:21 2021,4816147,car
307,Thu Aug 12 06:45:42 2021,461211,car
308,Fri Jul 30 07:48:58 2021,7091224,car
309,Sat Aug 14 03:11:57 2021,3540160,car
310,Sat Aug 21 01:26:42 2021,863358,van
311,Sat Aug 21 07:49:28 2021,2813269,truck
312,Sun Aug 15 02:47:01 2021,4346673,car
313,Mon Aug  9 05:22:43 2021,2872850,truck
314,Thu Aug 12 02:39:09 2021,6322565,car
315,Tue Aug 10 13:58:49 2021,2138116,car
316,Sat Aug 14 23:05:55 2021,9574626,van
317,Thu Aug  5 18:17:26 2021,8951022,car
318,Sat Jul 31 09:29:28 2021,6597551,truck
319,Sun Aug  8 22:50:36 2021,3348298,car
320,Fri Jul 30 20:45:55 2021,846482,car
321,Tue Aug  3 11:54:14 2021,6676389,car
322,Mon Aug  9 16:32:26 2021,5427260,car
323,Tue Aug 17 07:58:48 2021,1653255,truck
324,Tue Aug 17 19:16:31 2021,2976969,car
325,Tue Aug 17 10:01:21 2021,2959955,car
326,Sun Aug  8 13:34:03 2021,8519579,car
327,Wed Aug  4 13:51:04 2021,340196,truck
328,Sun Aug 15 14:02:51 2021,1959570,truck
329,Tue Aug  3 14:46:46 2021,4214176,car
330,Sat Aug  7 11:24:50 2021,430612,truck
331,Sat Aug  7 10:02:09 2021,2164841,car
332,Wed Aug 18 15:40:47 2021,6533535,car
333,Tue Aug 17 10:44:33 2021,4798571,truck
334,Sun Aug 15 18:22:49 2021,2760594,car
335,Sat Aug 14 12:31:44 2021,2304313,truck
336,Sat Aug  7 10:52:13 2021,2985337,car
337,Sat Aug 21 09:14:47 2021,4227039,car
338,Thu Aug  5 08:01:30 2021,1255970,truck
339,Fri Aug 13 01:03:49 2021,5241924,truck
340,Tue Aug  3 20:43:16 2021,7451832,car
341,Mon Aug  2 04:45:44 2021,3989343,truck
342,Sat Aug 14 18:14:30 2021,1804267,van
343,Tue Aug 17 17:11:29 2021,1589440,truck
344,Sat Aug 21 19:27:45 2021,7750582,car
345,Sun Aug  8 12:34:50 2021,116476,car
346,Fri Aug 20 07:15:06 2021,2617674,car
347,Tue Aug 10 21:55:17 2021,4228191,car
348,Mon Aug  9 14:43:31 2021,109141,van
349,Wed Aug 11 16:55:19 2021,5065439,car
350,Sun Aug 22 15:33:59 2021,1852318,truck
351,Tue Aug 17 19:49:02 2021,3191217,car
352,Fri Aug 20 13:55:39 2021,8036070,car
353,Thu Jul 29 17:40:36 2021,7270810,car
354,Sat Jul 31 07:08:17 2021,4800433,car
355,Sun Aug 15 14:59:08 2021,7600086,car
356,Mon Aug 16 20:41:37 2021,1308715,truck
357,Thu Aug 19 16:46:20 2021,448292,car
358,Tue Aug  3 10:52:15 2021,8125706,truck
359,Sat Aug  7 22:39:54 2021,7354020,truck
360,Fri Aug 20 12:45:43 2021,8604614,car
361,Mon Aug 16 04:34:39 2021,8074052,car
362,Tue Aug 17 21:02:38 2021,3137291,car
363,Mon Aug  2 07:57:43 2021,7817055,car
364,Mon Aug  2 23:55:35 2021,9979009,car
365,Wed Aug 18 07:46:35 2021,7381741,car
366,Tue Aug 10 09:53:24 2021,6413555,car
367,Thu Aug  5 09:24:17 2021,5271350,car
368,Sat Aug 21 02:13:24 2021,5887331,car
369,Fri Aug 13 03:38:51 2021,2484968,car
370,Sun Aug 15 21:25:06 2021,2023578,car
371,Sat Aug 14 14:44:43 2021,2574839,car
372,Sat Aug 21 11:27:08 2021,192172,truck
373,Sat Jul 31 09:30:08 2021,1794758,truck
374,Tue Aug  3 14:17:39 2021,254824,car
375,Sun Aug  8 21:51:35 2021,8317981,truck
376,Wed Aug 11 15:12:48 2021,7578701,van
377,Thu Aug  5 12:56:57 2021,2555513,car
378,Tue Aug 17 01:48:59 2021,2119264,car
379,Sat Aug 21 20:51:46 2021,239988,car
380,Mon Aug 16 11:08:11 2021,147156,van
381,Sun Aug  8 18:05:36 2021,6891565,car
382,Fri Aug  6 20:55:48 2021,4765841,car
383,Fri Aug  6 10:14:37 2021,9017443,car
384,Sat Aug 21 21:23:37 2021,8747053,car
385,Sat Jul 31 03:38:36 2021,839289,truck
386,Sun Aug 15 14:11:42 2021,7212737,car
387,Sat Jul 31 22:09:56 2021,9707238,truck
388,Mon Aug 16 23:15:11 2021,9288974,car
389,Fri Jul 30 20:43:48 2021,2130769,car
390,Tue Aug 10 02:13:35 2021,3651531,car
391,Sun Aug 22 16:20:32 2021,5066582,car
392,Sat Aug 21 10:40:29 2021,318251,car
393,Sat Aug 21 13:30:56 2021,1018828,car
394,Sun Aug  8 17:03:19 2021,4329135,car
395,Tue Aug  3 22:42:16 2021,5510586,car
396,Mon Aug 16 07:20:43 2021,1292686,van
397,Thu Aug  5 01:52:17 2021,2875806,truck
398,Sat Jul 31 08:15:24 2021,5025963,car
399,Sat Aug 14 05:27:21 2021,2358436,car
400,Fri Aug 20 07:33:43 2021,4363896,truck
401,Fri Aug  6 02:08:16 2021,7051510,truck
402,Fri Aug  6 13:29:57 2021,5575517,car
403,Sat Jul 31 00:10:02 2021,2930078,car
404,Thu Jul 29 15:14:45 2021,1439079,truck
405,Mon Aug  9 16:59:57 2021,2085626,truck
406,Mon Aug  9 16:41:38 2021,809065,car
407,Fri Aug  6 06:10:52 2021,4100648,car
408,Thu Aug 19 11:38:52 2021,9745831,truck
409,Fri Aug  6 03:00:46 2021,7337960,car
410,Tue Aug 10 15:04:38 2021,3612246,car
411,Tue Aug 10 19:31:40 2021,8601164,car
412,Sat Jul 31 15:35:09 2021,6123311,truck
413,Mon Aug  2 08:29:14 2021,3507029,car
414,Tue Aug  3 10:38:37 2021,1725151,truck
415,Wed Aug 11 11:29:02 2021,8860504,car
416,Sat Aug  7 22:59:56 2021,2017681,truck
417,Sat Aug  7 23:16:29 2021,8183479,car
418,Tue Aug 17 02:49:59 2021,8811914,car
419,Sun Aug 15 00:53:46 2021,9631688,car
420,Mon Aug  9 02:25:32 2021,8193463,truck
421,Tue Aug  3 19:54:41 2021,1766709,car
422,Tue Aug 10 08:15:41 2021,4909497,car
423,Thu Aug 19 16:48:08 2021,7279029,truck
424,Wed Aug 18 14:23:40 2021,4791619,car
425,Sat Aug  7 09:05:10 2021,8712036,car
426,Thu Aug 19 04:58:15 2021,4973747,car
427,Sun Aug  1 04:42:52 2021,2800039,car
428,Thu Aug  5 14:45:19 2021,9337207,car
429,Wed Aug 11 06:53:51 2021,9220703,car
430,Thu Aug 12 03:06:56 2021,5090710,car
431,Wed Aug 18 01:59:31 2021,9726834,truck
432,Fri Aug 20 20:39:23 2021,8464288,car
433,Tue Aug 10 07:41:38 2021,2918487,car
434,Sun Aug  8 15:32:55 2021,6975253,car
435,Sat Jul 31 05:54:57 2021,873000,car
436,Thu Aug  5 12:16:13 2021,7144030,truck
437,Wed Aug 18 23:08:31 2021,74751,car
438,Mon Aug 16 15:31:24 2021,3092624,car
439,Thu Aug 19 23:08:03 2021,8043044,truck
440,Thu Aug 19 18:40:24 2021,6763315,car
441,Thu Aug  5 08:14:28 2021,7665718,van
442,Wed Aug 18 05:43:44 2021,2030697,car
443,Mon Aug  2 03:52:31 2021,3546362,car
444,Mon Aug 16 00:20:11 2021,5579622,car
445,Mon Aug  9 16:40:36 2021,6766212,truck
446,Thu Aug 19 02:55:39 2021,8678822,car
447,Thu Aug 12 17:06:06 2021,2515206,car
448,Mon Aug 16 18:09:47 2021,9647104,car
449,Fri Aug  6 12:07:31 2021,8363585,car
450,Sat Aug 14 22:43:39 2021,954814,truck
451,Fri Jul 30 15:15:49 2021,3500082,car
452,Thu Jul 29 22:44:15 2021,4302933,car
453,Sat Aug 21 11:38:46 2021,1281592,truck
454,Wed Aug 11 09:22:42 2021,1668996,car
455,Thu Aug 19 19:22:53 2021,2799295,truck
456,Tue Aug 10 12:54:07 2021,155498,truck
457,Sat Aug 21 16:57:14 2021,3127161,van
458,Thu Aug 19 16:29:39 2021,8415963,car
459,Thu Aug  5 03:33:30 2021,4507082,car
460,Fri Aug 13 09:00:36 2021,7935251,car
461,Wed Aug 11 19:02:46 2021,2868406,car
462,Mon Aug  2 19:31:03 2021,2337912,car
463,Mon Aug 16 16:30:43 2021,3881228,car
464,Wed Aug 11 01:51:46 2021,5263238,car
465,Sun Aug 15 04:25:10 2021,4571658,van
466,Thu Aug 19 23:55:54 2021,3017277,car
467,Sun Aug 22 03:51:32 2021,9879687,car
468,Fri Aug 13 10:00:03 2021,4056126,car
469,Thu Aug  5 13:34:50 2021,6201597,van
470,Tue Aug  3 01:04:46 2021,5063598,truck
471,Sun Aug 15 06:09:40 2021,4666427,car
472,Sun Aug 15 08:07:00 2021,9169123,car
473,Sun Aug 22 16:23:05 2021,3521342,truck
474,Fri Jul 30 07:28:31 2021,4997147,car
475,Tue Aug  3 04:49:32 2021,4334699,car
476,Sun Aug  1 16:32:40 2021,3896955,van
477,Sun Aug  1 14:13:06 2021,685502,car
478,Wed Aug  4 06:20:23 2021,3723750,truck
479,Sun Aug 22 14:50:30 2021,8981107,car
480,Sun Aug 15 07:08:24 2021,8161215,truck
481,Sat Aug 21 11:14:40 2021,5494532,truck
482,Wed Aug 11 20:32:07 2021,4709167,car
483,Sun Aug 22 05:19:54 2021,326314,car
484,Thu Jul 29 14:21:36 2021,256879,car
485,Fri Jul 30 11:05:14 2021,5763581,van
486,Tue Aug 17 18:49:46 2021,8131510,car
487,Mon Aug  9 03:42:43 2021,8025290,car
488,Fri Jul 30 01:56:01 2021,1988177,car
489,Sun Aug  8 00:30:25 2021,8145530,car
490,Tue Aug 10 06:44:29 2021,3562599,van
491,Tue Aug 17 16:54:51 2021,1916677,car
492,Wed Aug 18 06:21:04 2021,6726273,truck
493,Wed Aug  4 23:24:38 2021,8523480,car
494,Thu Aug 19 00:56:38 2021,1631685,truck
495,Sat Aug 14 03:33:50 2021,9252011,truck
496,Sat Aug 21 22:03:13 2021,7300558,car
497,Wed Aug  4 15:40:58 2021,848840,car
498,Fri Aug 13 20:46:37 2021,4739032,car
499,Mon Aug  2 12:44:36 2021,1489777,van
500,Thu Aug  5 17:09:26 2021,7710222,car
501,Fri Aug 13 02:03:31 2021,6885916,car
502,Wed Aug  4 18:50:39 2021,1900389,truck
503,Tue Aug 17 22:35:16 2021,4875056,truck
504,Sat Aug 14 04:09:11 2021,9306326,truck
505,Thu Aug 12 11:53:39 2021,8211013,car
506,Tue Aug  3 16:42:19 2021,6412488,car
507,Fri Aug  6 07:58:40 2021,8703705,car
508,Thu Aug 12 06:47:15 2021,278147,truck
509,Mon Aug 16 12:14:34 2021,960545,van
510,Wed Aug 18 12:30:35 2021,6056685,car
511,Wed Aug  4 20:40:31 2021,4273899,truck
512,Sat Aug  7 11:34:45 2021,7485577,car
513,Mon Aug 16 20:54:00 2021,120233,car
514,Tue Aug  3 01:50:31 2021,2438318,car
515,Tue Aug  3 09:35:23 2021,5100664,truck
516,Mon Aug 16 05:42:59 2021,3119836,car
517,Fri Jul 30 16:54:19 2021,5631034,car
518,Tue Aug 17 11:29:11 2021,8228986,truck
519,Wed Aug  4 07:19:27 2021,434238,car
520,Sat Jul 31 15:12:19 2021,7664842,truck
521,Tue Aug  3 13:29:48 2021,7262675,car
522,Sat Aug 14 01:05:23 2021,9771276,car
523,Sun Aug 22 08:29:54 2021,9842071,truck
524,Wed Aug  4 04:09:56 2021,1914947,truck
525,Fri Jul 30 17:17:39 2021,1955268,car
526,Sun Aug  1 07:35:06 2021,5515957,car
527,Sun Aug 22 09:39:42 2021,8622096,car
528,Tue Aug 17 07:32:18 2021,8753559,truck
529,Thu Aug 12 01:36:59 2021,3601495,car
530,Fri Jul 30 14:30:56 2021,2025847,car
531,Wed Aug  4 05:06:49 2021,9026973,car
532,Thu Aug 19 16:40:17 2021,4905006,car
533,Sun Aug  8 06:59:35 2021,3836559,car
534,Thu Jul 29 11:33:13 2021,280707,car
535,Fri Aug  6 09:14:44 2021,1636541,van
